Date,Month,Day,DayWeekNum,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,O3,PM10,PM2.5
25-abr-15,4,25,7,8,715.2,0,80,0.135,25.12,2.3,302,5,206,40
25-abr-15,4,25,7,9,715.2,0,55,0.609,29.97,4.2,289,16,253,6
25-abr-15,4,25,7,11,714.6,0,48,0.726,32.13,12,8,35,91,21
25-abr-15,4,25,7,12,714.5,0,64,0.707,30.59,11.3,16,30,80,56
25-abr-15,4,25,7,13,714.1,0,56,0.761,31.75,9,27,31,68,19
25-abr-15,4,25,7,14,713.5,0,61,0.648,31.67,13.1,122,53,48,31
25-abr-15,4,25,7,21,713.9,0,79,0,26.25,11.3,116,22,50,35
25-abr-15,4,25,7,22,714,0,81,0,25.77,8.7,114,22,86,42
25-abr-15,4,25,7,23,713.9,0,79,0,25.7,7.4,122,22,113,24
26-abr-15,4,26,1,0,713.8,0,78,0,25.64,6.2,139,19,106,40
26-abr-15,4,26,1,1,713.3,0,79,0,25,2.9,144,19,89,37
26-abr-15,4,26,1,3,712.6,0,80,0,24.27,3.1,140,13,68,30
26-abr-15,4,26,1,4,712.6,0,84,0,23.31,1.9,178,4,84,46
26-abr-15,4,26,1,5,712.6,0,87,0,22.81,3.3,326,3,97,89
26-abr-15,4,26,1,6,713,0,89,0.015,22.53,2.1,315,3,221,78
26-abr-15,4,26,1,7,713.2,0,81,0.171,26.17,3.5,286,10,147,5
26-abr-15,4,26,1,9,713,0,65,0.438,28.69,6.9,317,28,101,23
26-abr-15,4,26,1,10,712.7,0,56,0.618,30.77,4.9,337,39,76,6
26-abr-15,4,26,1,11,712,0,41,0.772,32.76,6,100,50,58,8
26-abr-15,4,26,1,12,711.1,0,30,0.816,34.46,8.1,110,57,53,14
26-abr-15,4,26,1,13,710.3,0,34,0.789,34.63,12.1,125,83,48,28
26-abr-15,4,26,1,14,709.6,0,38,0.709,34.77,13.8,115,84,74,30
26-abr-15,4,26,1,15,708.8,0,34,0.546,34.87,14.7,121,60,80,19
26-abr-15,4,26,1,16,708.6,0,32,0.263,33.99,14.3,123,42,62,26
26-abr-15,4,26,1,17,708.5,0,35,0.132,32.92,13.2,114,39,61,27
26-abr-15,4,26,1,18,708.7,0,40,0.044,31.88,11.9,119,32,53,18
26-abr-15,4,26,1,19,709,0,46,0,30.59,10.6,114,23,58,5
26-abr-15,4,26,1,20,709.2,0,60,0,29.38,9.4,111,17,72,27
26-abr-15,4,26,1,21,709.4,0,65,0,28.58,8.7,104,16,83,40
26-abr-15,4,26,1,22,709.2,0,66,0,28.09,8.1,105,16,85,19
26-abr-15,4,26,1,23,709.2,0,75,0,27.06,8.4,113,18,117,52
27-abr-15,4,27,2,0,709.2,0,86,0,26.04,4.1,102,17,114,104
27-abr-15,4,27,2,1,708.8,0,90,0,24.9,1.4,65,16,185,50
27-abr-15,4,27,2,2,708.4,0,91,0,24.77,2.8,334,11,155,39
27-abr-15,4,27,2,3,708.7,0,85,0,24.51,5.9,301,7,128,13
27-abr-15,4,27,2,4,710,0,58,0.002,23.93,17.3,331,32,104,17
27-abr-15,4,27,2,6,712.4,0,29,0.015,22.7,17.4,330,44,140,8
27-abr-15,4,27,2,7,713.5,0,28,0.169,22.99,15.7,323,43,115,11
27-abr-15,4,27,2,8,713.8,0,28,0.359,23.85,14.4,331,44,81,11
27-abr-15,4,27,2,9,714,0,28,0.441,24.63,13.2,327,46,58,15
27-abr-15,4,27,2,11,714,0,24,0.72,27.1,9.8,10,53,52,23
27-abr-15,4,27,2,12,713.3,0,23,0.843,27.95,8.2,42,56,45,20
27-abr-15,4,27,2,13,712.9,0,24,0.722,28.47,7.2,34,59,41,12
27-abr-15,4,27,2,14,712.4,0,24,0.524,28.58,7.3,45,58,35,10
27-abr-15,4,27,2,15,712,0,25,0.431,29.15,6.2,38,61,46,7
27-abr-15,4,27,2,16,711.8,0,27,0.389,29.25,7.3,42,61,45,15
27-abr-15,4,27,2,17,712.1,0,31,0.266,28.53,11.8,106,65,57,23
27-abr-15,4,27,2,18,712.6,0,33,0.084,27.02,12.5,101,49,93,30
27-abr-15,4,27,2,19,713.3,0,37,0.002,25.74,10.6,105,41,86,20
27-abr-15,4,27,2,20,714,0,35,0,25.31,8,117,40,77,55
27-abr-15,4,27,2,21,714.7,0,34,0,24.71,4.1,139,34,61,25
27-abr-15,4,27,2,22,715.2,0,36,0,23.82,2.7,172,32,57,21
27-abr-15,4,27,2,23,715.7,0,41,0,23.01,4.5,354,14,58,25
28-abr-15,4,28,3,0,716.2,0,55,0,21.25,5.3,335,5,77,26
28-abr-15,4,28,3,1,716.2,0,58,0,20.42,3.6,309,10,118,29
28-abr-15,4,28,3,2,716.5,0,58,0,20.38,5.4,326,19,89,37
28-abr-15,4,28,3,3,717.3,0,55,0,19.29,11.4,353,32,57,10
28-abr-15,4,28,3,4,718.1,0,56,0,18.29,7.5,329,33,61,24
28-abr-15,4,28,3,6,719.5,0,59,0.015,16.57,9.3,354,21,58,14
28-abr-15,4,28,3,7,720.2,0,53,0.177,16.38,9,334,25,61,5
28-abr-15,4,28,3,8,720.5,0,50,0.373,16.94,12.4,347,31,66,15
28-abr-15,4,28,3,9,720.6,0,46,0.536,18.24,11.7,348,34,58,16
28-abr-15,4,28,3,10,720.5,0,44,0.676,19.63,12.1,351,38,45,9
28-abr-15,4,28,3,11,720.3,0,42,0.769,21.11,11.2,2,41,51,16
28-abr-15,4,28,3,13,719.2,0,39,0.804,23.37,10.9,9,43,35,6
28-abr-15,4,28,3,17,718.9,0,39,0.265,23.65,13.3,21,43,31,12
28-abr-15,4,28,3,18,719.5,0,40,0.085,22.39,12.6,8,39,44,13
28-abr-15,4,28,3,19,720.3,0,43,0.001,20.64,10.7,20,38,35,10
28-abr-15,4,28,3,20,721.4,0,46,0,19.36,11.9,9,37,39,11
28-abr-15,4,28,3,21,722.2,0,50,0,18.38,10.7,360,37,46,13
28-abr-15,4,28,3,22,722.8,0,55,0,17.12,12,358,39,34,15
29-abr-15,4,29,4,2,723,0,64,0,14.25,5.6,337,37,17,11
29-abr-15,4,29,4,4,722.7,0,61,0,14.81,6.7,304,31,16,7
29-abr-15,4,29,4,5,722.9,0,60,0,14.76,7,342,23,27,9
29-abr-15,4,29,4,6,723.2,0,60,0.023,14.39,7.4,354,26,38,8
29-abr-15,4,29,4,10,722.7,0,48,0.679,19.17,8.7,354,46,41,15
29-abr-15,4,29,4,11,722.1,0,45,0.777,20.16,9.1,357,49,37,10
29-abr-15,4,29,4,12,721.3,0,41,0.809,21.35,9,7,52,34,9
29-abr-15,4,29,4,13,720.6,0,39,0.805,22.29,9.3,27,54,40,13
29-abr-15,4,29,4,14,719.8,0,36,0.733,23.63,7.6,13,54,28,8
29-abr-15,4,29,4,17,719,0,37,0.262,23.76,7.8,40,52,28,12
29-abr-15,4,29,4,18,719.3,0,41,0.086,22.69,9.2,63,50,25,17
29-abr-15,4,29,4,19,719.9,0,49,0.001,20.67,12.9,121,46,46,16
29-abr-15,4,29,4,20,720.6,0,50,0,19.69,12.5,128,42,62,5
29-abr-15,4,29,4,21,720.9,0,49,0,19.26,11.1,124,41,47,8
29-abr-15,4,29,4,22,720.8,0,51,0,18.87,10,128,42,31,14
29-abr-15,4,29,4,23,720.7,0,50,0,18.52,7.7,125,44,28,9
30-abr-15,4,30,5,0,720.6,0,51,0,18.21,6.3,115,42,20,6
30-abr-15,4,30,5,2,720.2,0,57,0,17.18,3,91,39,32,13
30-abr-15,4,30,5,3,719.9,0,63,0,16.16,4.6,13,20,33,30
30-abr-15,4,30,5,4,719.8,0,70,0,14.96,3.3,338,8,61,33
30-abr-15,4,30,5,5,719.9,0,69,0,14.93,2.8,21,6,56,27
30-abr-15,4,30,5,6,720.3,0,67,0.021,15.23,3.8,357,6,78,41
30-abr-15,4,30,5,7,720.6,0,62,0.142,17.76,2.5,9,10,95,24
30-abr-15,4,30,5,8,720.6,0,58,0.362,19.13,4.4,9,17,107,19
30-abr-15,4,30,5,9,720.8,0,53,0.529,20.21,5.3,82,33,153,34
30-abr-15,4,30,5,10,720.8,0,49,0.683,20.94,7.3,103,52,108,23
30-abr-15,4,30,5,12,720.1,0,39,0.816,23.12,8.5,113,66,46,18
30-abr-15,4,30,5,13,719.6,0,39,0.793,24,9.3,99,62,48,7
30-abr-15,4,30,5,14,719,0,41,0.733,24.3,11.2,101,58,61,5
30-abr-15,4,30,5,15,718.8,0,46,0.305,23.68,12.1,126,51,53,15
30-abr-15,4,30,5,16,718.6,0,47,0.273,23.17,11.3,122,48,54,5
30-abr-15,4,30,5,18,718.9,0,54,0.097,22,11.6,117,45,44,10
30-abr-15,4,30,5,19,719.1,0,58,0.002,20.92,10.1,121,40,53,27
30-abr-15,4,30,5,20,719.4,0,60,0,20.58,8.9,98,36,53,15
30-abr-15,4,30,5,21,719.6,0,62,0,20.3,8.5,118,33,61,13
30-abr-15,4,30,5,22,719.7,0,62,0,20.23,7.6,106,33,57,15
30-abr-15,4,30,5,23,719.6,0,62,0,20.07,7.1,96,34,57,8
01-may-15,5,1,6,0,719.5,0,64,0,19.88,4.1,121,24,49,15
01-may-15,5,1,6,1,719.2,0,68,0,18.94,5.4,83,28,54,20
01-may-15,5,1,6,2,719.1,0,78,0,17.28,5.2,79,22,67,30
01-may-15,5,1,6,3,719,0,81,0,17.08,3.3,46,20,61,31
01-may-15,5,1,6,4,719.2,0,81,0,16.69,3.9,9,15,72,40
01-may-15,5,1,6,5,719.6,0,81,0,15.66,4.2,311,6,68,16
01-may-15,5,1,6,6,720.2,0,80,0.019,15.82,4.5,353,14,57,15
01-may-15,5,1,6,8,720.7,0,73,0.373,19.58,4.1,44,27,49,16
01-may-15,5,1,6,9,721,0,68,0.54,21.08,5,19,36,72,21
01-may-15,5,1,6,10,721.3,0,61,0.684,22.61,5.9,75,42,68,21
01-may-15,5,1,6,11,721.2,0,56,0.782,23.68,7.7,101,52,66,13
01-may-15,5,1,6,12,720.8,0,50,0.822,24.93,8.3,99,65,49,15
01-may-15,5,1,6,13,720.4,0,48,0.799,25.53,10,86,74,61,33
01-may-15,5,1,6,14,719.8,0,47,0.727,26.52,9.5,105,63,55,33
01-may-15,5,1,6,15,719.2,0,46,0.605,26.8,10.6,96,57,54,7
01-may-15,5,1,6,16,718.9,0,45,0.446,27.06,11.1,88,58,49,19
01-may-15,5,1,6,17,718.8,0,45,0.268,26.71,11.8,115,58,60,24
01-may-15,5,1,6,18,719.2,0,47,0.086,25.9,12.8,101,53,56,17
01-may-15,5,1,6,19,719.6,0,51,0.001,24.48,13.1,93,42,58,15
01-may-15,5,1,6,20,720.3,0,55,0,23.58,10.8,112,32,68,32
01-may-15,5,1,6,21,720.7,0,57,0,23.13,8.7,121,31,59,22
01-may-15,5,1,6,22,720.8,0,57,0,22.81,9.3,103,32,57,14
01-may-15,5,1,6,23,720.9,0,71,0,20.7,12.8,100,32,56,29
02-may-15,5,2,7,0,720.9,0,82,0,19.08,9.3,85,28,60,26
02-may-15,5,2,7,1,720.7,0,87,0,17.86,6.6,66,26,61,25
02-may-15,5,2,7,2,720.5,0,90,0,17.6,4.9,43,30,61,17
02-may-15,5,2,7,3,720.2,0,91,0,17.27,4.8,33,31,17,10
02-may-15,5,2,7,4,720.2,0,92,0,16.96,4.9,64,29,75,19
02-may-15,5,2,7,5,720.3,0,93,0,16.64,6.1,71,28,40,17
02-may-15,5,2,7,6,720.6,0,93,0.002,16.89,3.3,89,25,65,28
02-may-15,5,2,7,7,720.9,0,93,0.026,17.27,3.3,85,23,85,30
02-may-15,5,2,7,8,721.2,0,91,0.118,18.09,4.3,15,23,87,26
02-may-15,5,2,7,9,721.3,0,83,0.321,20.03,5.7,24,30,88,20
02-may-15,5,2,7,10,721.3,0,78,0.408,20.84,6.8,40,37,56,26
02-may-15,5,2,7,11,721.1,0,76,0.48,21.57,8.7,69,43,83,21
02-may-15,5,2,7,12,720.7,0,71,0.784,22.92,13,96,45,82,34
02-may-15,5,2,7,13,720.1,0,67,0.65,23.76,13.1,89,41,85,14
02-may-15,5,2,7,14,719.4,0,64,0.598,24.59,13.4,112,39,60,16
02-may-15,5,2,7,15,718.6,0,63,0.465,24.86,12,112,40,51,17
02-may-15,5,2,7,16,718.1,0,64,0.402,25.17,12.1,101,38,48,15
02-may-15,5,2,7,17,717.9,0,65,0.222,24.85,12.3,110,36,48,23
02-may-15,5,2,7,18,717.9,0,65,0.062,24.66,10.9,117,34,54,16
02-may-15,5,2,7,19,718.2,0,68,0.001,23.88,9.8,120,29,56,30
02-may-15,5,2,7,20,718.4,0,71,0,23.33,9,116,23,61,35
02-may-15,5,2,7,21,718.6,0,74,0,22.87,12,105,23,58,41
02-may-15,5,2,7,22,718.7,0,81,0,21.31,13.9,103,31,88,23
02-may-15,5,2,7,23,718.8,0,84,0,20.44,12.5,82,31,43,15
03-may-15,5,3,1,0,718.6,0,86,0,19.93,10.1,84,28,40,15
03-may-15,5,3,1,1,718.3,0,87,0,19.5,8.4,95,28,49,18
03-may-15,5,3,1,2,718.1,0,87,0,19.34,8.8,98,30,40,8
03-may-15,5,3,1,3,718,0,87,0,19.1,7.9,101,31,32,8
03-may-15,5,3,1,4,717.9,0,89,0,18.83,6.9,105,30,34,14
03-may-15,5,3,1,6,718.1,0,91,0.002,18.68,4.1,87,21,53,15
03-may-15,5,3,1,7,718.5,0,92,0.035,18.83,4.3,47,23,41,16
03-may-15,5,3,1,9,719.1,0,88,0.141,20.26,5.2,69,25,45,7
03-may-15,5,3,1,10,719.2,0,85,0.15,20.78,6.1,72,27,45,22
03-may-15,5,3,1,11,719.1,0,83,0.195,21.25,7.1,87,29,53,20
03-may-15,5,3,1,12,718.8,0,78,0.439,22.55,9.6,93,32,62,13
03-may-15,5,3,1,13,718.5,0,76,0.281,22.95,9.6,103,32,63,21
03-may-15,5,3,1,14,718.1,0,78,0.186,22.8,10.9,103,32,50,34
03-may-15,5,3,1,15,717.5,0,75,0.356,23.5,10.9,102,33,72,21
03-may-15,5,3,1,16,717.1,0,76,0.139,23.47,10.5,89,31,59,47
03-may-15,5,3,1,17,717,0,77,0.04,23.16,11,116,28,62,32
03-may-15,5,3,1,18,717.1,0,78,0.015,23.03,9,125,23,63,25
03-may-15,5,3,1,19,717.2,0,78,0,23.14,8.6,93,22,64,13
03-may-15,5,3,1,20,717.4,0,80,0,23.18,8.8,105,19,30,19
03-may-15,5,3,1,21,717.7,0,84,0,22.55,11.6,95,19,82,26
03-may-15,5,3,1,22,717.9,0,89,0,21.9,11.5,94,20,51,29
03-may-15,5,3,1,23,717.8,0,91,0,21.56,12.2,95,25,77,11
04-may-15,5,4,2,0,717.5,0,92,0,21.33,10.9,100,25,34,17
04-may-15,5,4,2,1,717.2,0,91,0,21.28,11.6,101,24,42,23
04-may-15,5,4,2,2,716.7,0,92,0,20.97,10.9,97,23,25,16
04-may-15,5,4,2,3,716.4,0,92,0,20.71,10.5,100,23,26,17
04-may-15,5,4,2,4,716.5,0,92,0,20.36,7.9,76,20,36,29
04-may-15,5,4,2,8,718.1,0.01,96,0.035,19.7,10.7,87,20,27,6
04-may-15,5,4,2,12,718.5,0,85,0.164,22.78,10.4,109,24,37,24
04-may-15,5,4,2,14,718,0,85,0.086,22.94,9.6,74,22,60,34
04-may-15,5,4,2,15,717.8,0.01,91,0.063,21.94,6.1,90,15,120,35
04-may-15,5,4,2,16,717.5,0.02,93,0.056,21.98,4.3,116,10,98,45
04-may-15,5,4,2,17,717.3,0.06,94,0.012,21.75,4.9,138,5,59,24
04-may-15,5,4,2,18,717.3,0.15,95,0.071,21.62,8.2,115,11,59,22
04-may-15,5,4,2,19,717.3,0.04,96,0.042,21.5,10.8,107,15,20,18
04-may-15,5,4,2,20,717.2,0.01,96,0.002,21.39,12.5,104,15,12,8
04-may-15,5,4,2,22,717.8,0.04,96,0,20.05,9.7,76,22,24,12
04-may-15,5,4,2,23,717.7,0.03,96,0,19.85,10.9,89,23,35,11
05-may-15,5,5,3,3,716.1,0.05,96,0.042,19.9,12.8,92,26,33,13
05-may-15,5,5,3,5,716.1,0.01,96,0.209,20.03,10.4,90,19,41,17
05-may-15,5,5,3,6,716.4,0.01,96,0.108,19.98,10.3,86,14,36,9
05-may-15,5,5,3,9,717.5,0.01,96,0.732,20.23,6.4,72,14,16,16
05-may-15,5,5,3,11,717.6,0,96,0.771,21.42,4.9,44,16,81,31
05-may-15,5,5,3,13,716.6,0,88,0.269,24.12,4.9,88,25,73,14
05-may-15,5,5,3,14,715.9,0,79,0.339,25.36,5.9,44,29,113,15
05-may-15,5,5,3,15,715.5,0,76,0.276,25.71,6.9,82,32,38,38
05-may-15,5,5,3,16,715.1,0,74,0.282,26.24,8.8,90,33,95,12
05-may-15,5,5,3,17,714.9,0,73,0.158,26.42,9.8,105,26,57,25
05-may-15,5,5,3,18,715.2,0,73,0.052,26.23,9.9,107,23,91,24
05-may-15,5,5,3,19,715.4,0,77,0.028,25.49,8.1,103,13,112,39
06-may-15,5,6,4,10,717,0,96,0.787,21.95,7.3,94,15,101,50
06-may-15,5,6,4,11,716.9,0,92,0.477,23.63,7.5,113,21,51,9
06-may-15,5,6,4,12,716.6,0,81,0.561,25.24,7.4,91,28,44,16
06-may-15,5,6,4,14,715.4,0,65,0.686,28.35,10.3,112,35,66,17
06-may-15,5,6,4,15,714.8,0,65,0.327,28.07,12.1,111,33,60,41
06-may-15,5,6,4,17,714.4,0,69,0.237,27.97,12.8,120,27,65,32
06-may-15,5,6,4,18,714.3,0,71,0.076,27.35,12.6,116,24,97,33
06-may-15,5,6,4,20,714.9,0,80,0,25.37,10.1,111,14,76,41
06-may-15,5,6,4,21,715.4,0,84,0.001,24.87,11.6,107,13,118,46
06-may-15,5,6,4,22,715.5,0,91,0,23.84,12.5,103,16,95,53
06-may-15,5,6,4,23,715.5,0,93,0,23.33,10.8,101,18,52,34
07-may-15,5,7,5,0,715.4,0,94,0.009,22.84,11.4,102,17,125,20
07-may-15,5,7,5,5,714.7,0,94,0.042,22.47,4.8,100,10,134,48
07-may-15,5,7,5,6,715.2,0,95,0.064,22.34,4.2,76,6,81,44
07-may-15,5,7,5,7,715.8,0,94,0.088,22.67,4.3,55,6,174,20
07-may-15,5,7,5,8,716.4,0,93,0.09,23.3,4.6,83,11,143,36
07-may-15,5,7,5,9,716.6,0,87,0.334,25.01,6.3,97,19,145,20
07-may-15,5,7,5,10,716.7,0,78,0.53,26.47,7.5,95,28,85,22
07-may-15,5,7,5,11,716.5,0,72,0.745,27.49,9.3,102,40,62,45
07-may-15,5,7,5,12,716.1,0,66,0.781,28.75,9.3,94,54,71,24
07-may-15,5,7,5,13,715.6,0,63,0.759,29.58,10.7,106,59,76,36
07-may-15,5,7,5,14,715.1,0,62,0.694,30.12,12.7,107,50,96,57
07-may-15,5,7,5,15,714.4,0,61,0.572,30.8,12.7,112,38,105,50
07-may-15,5,7,5,16,714.1,0,61,0.369,30.78,13.5,123,31,67,18
07-may-15,5,7,5,17,713.8,0,66,0.191,29.97,16.1,113,28,80,58
07-may-15,5,7,5,18,713.9,0,67,0.075,29.58,12.8,118,25,115,32
07-may-15,5,7,5,19,714.1,0,72,0,28.57,10,121,18,110,49
07-may-15,5,7,5,20,714.5,0,76,0,27.84,8.2,114,12,157,59
07-may-15,5,7,5,21,714.6,0,78,0,27.26,9.3,104,11,145,53
08-may-15,5,8,6,1,715,0,93,0.002,24.51,4.7,48,15,288,54
08-may-15,5,8,6,2,714.7,0,93,0.003,24.1,5.9,72,15,209,58
08-may-15,5,8,6,3,714.5,0,93,0.005,23.93,5,92,15,212,36
08-may-15,5,8,6,4,714.6,0,93,0.01,23.94,6.2,108,15,209,70
08-may-15,5,8,6,6,715.3,0,93,0.025,23.77,5.5,105,8,210,50
08-may-15,5,8,6,7,715.7,0,93,0.074,23.89,5.4,73,8,183,67
08-may-15,5,8,6,8,716.2,0,91,0.21,24.8,5.5,62,12,147,26
08-may-15,5,8,6,10,716.3,0,79,0.417,27.23,6.8,88,37,206,62
08-may-15,5,8,6,11,716.1,0,74,0.694,28.41,7.8,105,51,144,37
08-may-15,5,8,6,12,715.9,0,72,0.666,28.96,9.1,100,67,164,68
08-may-15,5,8,6,13,715.6,0,68,0.38,29.85,6.8,85,70,138,71
08-may-15,5,8,6,14,715.4,0,69,0.132,29.32,6.3,78,50,123,93
08-may-15,5,8,6,15,715.2,0,74,0.095,28.27,8,90,31,145,76
08-may-15,5,8,6,16,715.3,0,78,0.17,27.88,11,115,25,123,63
08-may-15,5,8,6,17,715.1,0.02,70,0.02,27.67,5.1,103,12,148,16
08-may-15,5,8,6,18,715.2,0.01,83,0.003,25.54,5.4,91,5,151,110
08-may-15,5,8,6,19,715.9,0,79,0,25.62,4.9,78,5,101,14
08-may-15,5,8,6,20,715.7,0,81,0,24.5,5.4,92,5,90,35
08-may-15,5,8,6,21,716,0,80,0,24.4,6.2,19,3,98,34
08-may-15,5,8,6,22,716.1,0,76,0,24.06,6.1,72,6,100,9
08-may-15,5,8,6,23,715.7,0,83,0,22.45,4.1,29,4,92,39
09-may-15,5,9,7,0,715.3,0,86,0,22,4.3,12,4,87,12
09-may-15,5,9,7,1,715,0,87,0,21.47,3.5,9,4,70,53
09-may-15,5,9,7,2,714.6,0,88,0,21.08,3.1,358,3,69,11
09-may-15,5,9,7,3,714.4,0,89,0,20.57,3.4,10,4,61,16
09-may-15,5,9,7,4,714.6,0,91,0,20.05,4,337,5,59,11
09-may-15,5,9,7,5,714.9,0,94,0,20.21,4.6,303,5,71,35
09-may-15,5,9,7,6,715,0,94,0.018,20.86,4.4,281,4,94,36
09-may-15,5,9,7,7,715.1,0,92,0.133,22.46,4.7,277,7,74,34
12-may-15,5,12,3,9,722.2,0,96,0.331,20.05,8.9,100,18,28,16
12-may-15,5,12,3,12,721.9,0,83,0.225,22.73,11.9,87,27,31,29
12-may-15,5,12,3,14,720.4,0,73,0.369,25.12,12,104,34,67,10
12-may-15,5,12,3,15,719.7,0,73,0.145,24.94,10.7,97,31,48,18
12-may-15,5,12,3,16,719.2,0,75,0.083,24.78,8.3,92,24,57,19
12-may-15,5,12,3,17,719.3,0,77,0.043,24.46,10.7,95,21,57,11
12-may-15,5,12,3,18,719.5,0,80,0.042,24.03,11.8,98,19,59,12
12-may-15,5,12,3,19,720.1,0,86,0.106,23.28,12,103,15,88,35
13-may-15,5,13,4,7,720.7,0,94,0.296,22.21,3.4,65,7,99,28
13-may-15,5,13,4,11,720.5,0,79,0.3,24.3,10.7,106,26,62,24
13-may-15,5,13,4,12,719.5,0,74,0.658,25.92,10.6,113,30,61,9
13-may-15,5,13,4,13,718.9,0,70,0.794,27.06,11.6,107,35,50,18
13-may-15,5,13,4,14,718.5,0,66,0.686,27.78,13.2,106,38,55,13
13-may-15,5,13,4,15,718.4,0,69,0.195,26.64,14.2,107,31,49,31
13-may-15,5,13,4,16,718.3,0,73,0.056,25.39,13.9,100,22,74,32
13-may-15,5,13,4,17,717.8,0,73,0.228,25.74,13.6,110,22,85,16
13-may-15,5,13,4,18,717.9,0,77,0.021,24.86,11,106,21,88,35
13-may-15,5,13,4,19,718.5,0,80,0.001,24.46,8.8,103,17,67,34
13-may-15,5,13,4,20,719.3,0,83,0,23.74,6.6,78,13,79,41
13-may-15,5,13,4,22,720.1,0,90,0.004,23.2,11.5,108,13,92,22
13-may-15,5,13,4,23,720.1,0,91,0.005,22.94,11.6,104,15,57,48
14-may-15,5,14,5,0,719.7,0,92,0.008,22.59,9.9,105,14,25,24
14-may-15,5,14,5,1,719.2,0,93,0.013,22.37,8.5,98,15,109,15
14-may-15,5,14,5,2,719,0,93,0.028,22.09,3.4,65,12,98,17
14-may-15,5,14,5,3,718.7,0,94,0.015,21.81,5.1,83,11,58,25
14-may-15,5,14,5,4,719.1,0,94,0.01,21.78,7.2,96,12,48,33
14-may-15,5,14,5,6,719.6,0,94,0.04,21.51,5.1,80,5,108,26
14-may-15,5,14,5,7,720.2,0,91,0.108,22.49,4.6,85,12,131,14
14-may-15,5,14,5,8,720.4,0,84,0.229,24.18,4.3,97,18,51,12
14-may-15,5,14,5,12,720.1,0,68,0.489,26.88,8.5,95,35,79,16
14-may-15,5,14,5,13,719.5,0,63,0.699,28.14,7.8,108,41,76,22
14-may-15,5,14,5,14,718.8,0,60,0.625,28.98,9.7,112,42,58,14
14-may-15,5,14,5,15,718.1,0,62,0.479,28.91,10.4,113,34,54,26
14-may-15,5,14,5,16,717.6,0,61,0.185,28.75,9.9,120,32,74,16
14-may-15,5,14,5,17,717.5,0,65,0.073,28.01,9.8,114,25,63,33
14-may-15,5,14,5,18,717.1,0,70,0.052,27.38,12.3,109,23,81,37
14-may-15,5,14,5,19,717.3,0,77,0.002,26.29,13.2,105,15,106,47
14-may-15,5,14,5,20,717.9,0,81,0,24.92,8.7,103,15,105,39
14-may-15,5,14,5,21,718.2,0,85,0.003,23.97,7.4,70,12,129,28
14-may-15,5,14,5,22,718.3,0,87,0.002,23.31,8.5,82,9,30,14
14-may-15,5,14,5,23,718.3,0,87,0.003,22.82,9.2,78,10,87,5
15-may-15,5,15,6,0,718.2,0,90,0.01,22.41,6.3,82,8,109,35
15-may-15,5,15,6,1,718.1,0,92,0.016,22.16,5.5,85,10,95,34
15-may-15,5,15,6,2,717.8,0,93,0.016,22.07,4.6,81,11,43,28
15-may-15,5,15,6,3,717.8,0,93,0.042,22.01,2.2,29,10,80,23
15-may-15,5,15,6,4,717.6,0,93,0.062,22.07,2.2,56,8,73,34
15-may-15,5,15,6,5,717.9,0.01,93,0.196,21.9,1.5,92,5,85,32
15-may-15,5,15,6,6,717.6,0,94,0.759,21.96,4.8,124,3,79,34
15-may-15,5,15,6,7,717.8,0,94,0.727,22.02,6.6,103,4,84,32
15-may-15,5,15,6,8,718.2,0,93,0.226,22.68,6.7,110,7,87,17
15-may-15,5,15,6,9,718.5,0,88,0.258,24.35,4.6,18,12,113,12
15-may-15,5,15,6,12,717.2,0,55,0.777,30.06,6.6,121,64,94,20
15-may-15,5,15,6,13,716.5,0,53,0.772,30.25,10.2,96,56,104,28
15-may-15,5,15,6,14,715.9,0,55,0.69,30.34,12.1,109,63,63,17
15-may-15,5,15,6,15,715.5,0,58,0.555,30.14,13.8,111,57,70,36
15-may-15,5,15,6,16,715.2,0,60,0.422,29.93,13.4,114,43,72,25
15-may-15,5,15,6,17,715.2,0,62,0.217,29.52,12.1,117,34,64,25
15-may-15,5,15,6,18,715.7,0,64,0.104,28.94,12.6,114,28,80,8
15-may-15,5,15,6,19,716,0,70,0.007,27.7,13.7,104,21,63,39
15-may-15,5,15,6,20,716.5,0,76,0.003,26.59,12.2,100,18,131,39
15-may-15,5,15,6,21,716.9,0.03,84,0.033,24.46,13,107,17,80,44
15-may-15,5,15,6,22,717.2,0,92,0.061,22.7,14.8,116,19,65,32
16-may-15,5,16,7,0,716.3,0,89,0.061,22.02,5.4,28,17,57,11
16-may-15,5,16,7,1,715.9,0,91,0.011,20.87,4.9,7,16,30,10
16-may-15,5,16,7,2,715.5,0,93,0.027,20.65,4.4,15,16,42,15
16-may-15,5,16,7,3,715.2,0,93,0.026,20.23,2.5,15,14,30,13
16-may-15,5,16,7,4,715,0,93,0.047,20.32,4.4,319,12,42,21
16-may-15,5,16,7,5,715,0,93,0.033,20.24,4.7,322,10,53,22
16-may-15,5,16,7,6,715.3,0,93,0.061,20.63,3.9,314,7,63,11
16-may-15,5,16,7,8,715.6,0,82,0.186,24.74,4.9,316,13,50,35
16-may-15,5,16,7,9,715.4,0,70,0.546,27.9,5.5,331,23,97,13
16-may-15,5,16,7,10,715.2,0,63,0.685,29.62,6.2,45,33,77,12
16-may-15,5,16,7,11,715.1,0,65,0.756,29.51,10.9,105,43,112,30
