Date,Month,Day,DayWeekNum,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,O3,PM10,PM2.5
22-ene-15,1,22,5,11,719.7,0,81,0.136,15.46,11.4,353,22,71,23
22-ene-15,1,22,5,12,719.4,0,79,0.113,15.78,13.3,356,24,74,9
22-ene-15,1,22,5,13,719.2,0,80,0.069,15.09,13.9,359,20,67,34
22-ene-15,1,22,5,14,718.9,0,82,0.103,13.98,13.6,357,16,78,12
22-ene-15,1,22,5,15,719,0,83,0.047,12.85,14.3,0,14,61,7
22-ene-15,1,22,5,17,720.6,0,86,0.034,11.23,12.4,360,14,56,5
22-ene-15,1,22,5,20,722.9,0,87,0,8.97,12.3,14,15,33,20
22-ene-15,1,22,5,21,723.4,0,86,0,8.51,10.6,6,17,37,18
22-ene-15,1,22,5,22,723.7,0,88,0,7.58,11.7,3,18,34,12
23-ene-15,1,23,6,0,723.7,0,89,0,7,9.8,349,20,17,13
23-ene-15,1,23,6,2,723.9,0,84,0,6.89,13.9,342,24,18,10
23-ene-15,1,23,6,9,726.3,0,74,0.053,7.51,13,350,18,52,20
23-ene-15,1,23,6,12,725.9,0,66,0.192,10.07,14.7,2,23,62,22
23-ene-15,1,23,6,14,724.5,0,62,0.345,11.67,15.3,2,24,72,6
23-ene-15,1,23,6,15,724.4,0,59,0.435,12.68,15.6,4,25,73,7
23-ene-15,1,23,6,16,724.6,0,58,0.225,13.02,12.8,355,25,59,17
23-ene-15,1,23,6,17,725,0,58,0.048,12.48,10.6,18,22,44,24
23-ene-15,1,23,6,18,725.7,0,62,0.003,10.84,5.8,73,18,44,17
23-ene-15,1,23,6,22,727.3,0,65,0,8.61,4.6,302,13,39,8
23-ene-15,1,23,6,23,727.4,0,67,0,8.23,2.7,268,9,37,19
24-ene-15,1,24,7,0,727.3,0,69,0,8.3,4,25,5,52,12
24-ene-15,1,24,7,2,727.2,0,76,0,6.62,4.2,113,22,32,14
24-ene-15,1,24,7,3,727,0,78,0,5.99,5.8,115,25,30,10
24-ene-15,1,24,7,4,727,0,79,0,5.63,4.5,132,23,19,19
24-ene-15,1,24,7,6,727.3,0,81,0,5.05,3.7,355,8,37,24
24-ene-15,1,24,7,7,727.6,0,83,0.005,4.8,2.9,334,4,62,23
24-ene-15,1,24,7,8,728,0,83,0.066,5.46,4.1,336,6,71,26
24-ene-15,1,24,7,9,728.2,0,81,0.209,6.93,4,330,10,95,9
24-ene-15,1,24,7,10,728.2,0,73,0.412,9.86,4.7,314,18,139,53
24-ene-15,1,24,7,11,727.6,0,62,0.42,12.73,4.3,346,22,144,54
24-ene-15,1,24,7,12,726.8,0,56,0.295,13.01,4.8,357,24,108,42
24-ene-15,1,24,7,13,725.6,0,45,0.361,15.25,3,97,31,125,16
24-ene-15,1,24,7,14,724.6,0,46,0.278,15.13,4,101,30,83,15
24-ene-15,1,24,7,15,724.1,0,46,0.201,15.19,4.1,117,32,104,22
24-ene-15,1,24,7,16,723.9,0,51,0.069,14.57,3.6,112,29,100,25
24-ene-15,1,24,7,17,723.8,0,54,0.039,14.44,5.1,107,26,136,36
24-ene-15,1,24,7,18,723.8,0,58,0.002,13.9,6,122,19,157,25
24-ene-15,1,24,7,19,723.8,0,61,0,13.38,4.9,143,13,120,11
24-ene-15,1,24,7,20,723.8,0,62,0,12.97,3.7,124,13,130,55
24-ene-15,1,24,7,21,723.6,0,64,0,12.6,4.2,130,13,145,83
24-ene-15,1,24,7,22,723.6,0,68,0,11.34,1.5,352,10,172,73
24-ene-15,1,24,7,23,723.5,0,71,0,11.02,3,29,13,171,72
25-ene-15,1,25,1,0,723.1,0,74,0,10.28,2.2,339,13,226,79
25-ene-15,1,25,1,1,723,0,74,0,9.79,3,311,12,237,72
25-ene-15,1,25,1,2,722.8,0,74,0,9.76,3.7,313,10,231,45
25-ene-15,1,25,1,3,722.7,0,75,0,9.56,2.1,310,9,188,28
25-ene-15,1,25,1,4,722.2,0,76,0,9.08,2.3,235,10,196,69
25-ene-15,1,25,1,5,722,0,77,0,8.89,2.1,277,9,196,74
25-ene-15,1,25,1,6,721.9,0,77,0,8.77,2,268,8,157,53
25-ene-15,1,25,1,7,722,0,77,0.005,9.05,1.9,227,8,175,50
25-ene-15,1,25,1,8,722.2,0,71,0.093,10.76,3.9,303,8,177,40
25-ene-15,1,25,1,9,723.1,0,55,0.084,12.97,1.8,295,7,175,36
25-ene-15,1,25,1,10,723.7,0,51,0.087,13.9,0.9,169,7,104,28
25-ene-15,1,25,1,11,723.8,0,48,0.171,15.35,1.7,18,9,129,26
25-ene-15,1,25,1,12,723.5,0,42,0.337,17.56,4.1,309,17,113,17
25-ene-15,1,25,1,14,722.3,0,27,0.485,22.09,6.8,321,32,54,12
25-ene-15,1,25,1,15,722.1,0,23,0.325,23.19,6.7,322,32,44,10
25-ene-15,1,25,1,16,722.3,0,24,0.124,22.11,7.1,352,25,40,21
25-ene-15,1,25,1,17,722.9,0,33,0.049,19.62,9.4,27,31,50,15
25-ene-15,1,25,1,18,723.9,0,34,0.002,17.91,6.6,40,27,57,28
25-ene-15,1,25,1,19,724.8,0,33,0.001,17.18,3.6,10,16,49,21
25-ene-15,1,25,1,20,725.3,0,31,0.001,16.46,1.2,336,8,69,22
25-ene-15,1,25,1,21,725.7,0,33,0,16.18,1,274,9,101,37
25-ene-15,1,25,1,22,725.9,0,34,0,16.1,2.6,4,9,145,46
25-ene-15,1,25,1,23,726.1,0,35,0.001,15.41,2.6,336,5,158,28
26-ene-15,1,26,2,0,726.2,0,45,0.001,14.24,1.3,319,6,120,36
26-ene-15,1,26,2,1,726.2,0,49,0,13.76,0.9,268,6,147,31
26-ene-15,1,26,2,2,726.1,0,43,0,14.39,1.3,284,4,121,14
26-ene-15,1,26,2,3,726,0,43,0,13.93,0.9,295,6,49,17
26-ene-15,1,26,2,5,726,0,48,0,13.01,1.2,283,4,51,11
26-ene-15,1,26,2,6,726.2,0,51,0,13.11,1.1,257,6,77,25
26-ene-15,1,26,2,7,726.7,0,56,0.006,12.41,0.9,308,9,125,41
26-ene-15,1,26,2,8,727,0,59,0.105,13.59,1.8,42,8,413,41
26-ene-15,1,26,2,9,727.3,0,50,0.199,16.3,2.2,352,9,445,47
26-ene-15,1,26,2,10,727.6,0,37,0.361,18.69,3.1,6,19,317,28
26-ene-15,1,26,2,12,726.4,0,32,0.38,19.91,5.6,125,36,84,23
26-ene-15,1,26,2,13,725.5,0,30,0.507,20.55,8,115,49,98,7
26-ene-15,1,26,2,14,724.8,0,30,0.324,20.77,9.6,121,48,75,14
26-ene-15,1,26,2,15,724.5,0,29,0.172,20.63,9.2,117,46,76,29
26-ene-15,1,26,2,16,724.3,0,32,0.173,20.51,10.1,112,42,76,15
26-ene-15,1,26,2,17,724.5,0,35,0.069,20.08,7.7,107,39,57,10
26-ene-15,1,26,2,18,724.8,0,37,0.004,19.35,7.7,106,26,58,16
26-ene-15,1,26,2,19,725.2,0,41,0,18.73,8.1,107,15,88,19
26-ene-15,1,26,2,20,725.4,0,41,0,18.24,9.6,117,19,115,15
26-ene-15,1,26,2,23,725.3,0,42,0,16.82,5.2,110,23,66,17
27-ene-15,1,27,3,0,725.3,0,46,0.001,15.9,2.8,100,13,51,24
27-ene-15,1,27,3,1,725.3,0,51,0,15.02,3.9,351,6,61,40
27-ene-15,1,27,3,2,724.9,0,54,0,14.68,2.1,359,4,91,33
27-ene-15,1,27,3,3,724.7,0,55,0,14.52,3,13,9,96,26
27-ene-15,1,27,3,4,724.5,0,53,0,14.36,2.3,299,15,62,13
27-ene-15,1,27,3,5,724.5,0,55,0,14.42,3.8,323,5,48,7
27-ene-15,1,27,3,6,724.7,0,57,0.001,13.4,3.2,283,5,83,15
27-ene-15,1,27,3,7,725.1,0,60,0.006,13.39,2.9,305,6,100,33
27-ene-15,1,27,3,8,725.3,0,53,0.119,16.33,1.6,291,8,205,38
27-ene-15,1,27,3,9,725.5,0,44,0.277,19.45,2.7,319,12,208,32
27-ene-15,1,27,3,10,725.5,0,44,0.428,20.91,3.5,3,20,152,23
27-ene-15,1,27,3,11,725.5,0,37,0.543,22.25,5.1,312,40,204,33
27-ene-15,1,27,3,12,724.8,0,30,0.607,24.03,4.5,327,51,152,19
27-ene-15,1,27,3,13,724,0,24,0.607,25.8,4.4,344,52,71,5
27-ene-15,1,27,3,14,723.4,0,23,0.542,26.1,4.8,39,56,48,11
27-ene-15,1,27,3,16,722.9,0,26,0.221,25.62,8.5,114,67,73,25
27-ene-15,1,27,3,17,723,0,29,0.03,24.43,11.4,107,53,96,18
27-ene-15,1,27,3,18,723.1,0,32,0.003,22.79,10.3,120,33,133,20
27-ene-15,1,27,3,19,723.4,0,37,0,21.5,7.1,124,16,148,24
27-ene-15,1,27,3,20,723.6,0,40,0,20.76,5.5,110,16,170,30
27-ene-15,1,27,3,21,723.9,0,43,0,19.77,4.4,88,13,153,48
27-ene-15,1,27,3,22,724,0,47,0,18.08,2.7,352,8,187,64
27-ene-15,1,27,3,23,723.8,0,49,0,17.44,2.7,325,8,242,59
28-ene-15,1,28,4,0,723.6,0,52,0,16.43,2,325,8,231,37
28-ene-15,1,28,4,1,723.3,0,55,0,15.84,2,300,7,241,55
28-ene-15,1,28,4,2,723,0,54,0.001,15.41,1.5,304,6,187,37
28-ene-15,1,28,4,3,722.8,0,57,0,15.22,2.9,304,6,118,54
28-ene-15,1,28,4,4,722.8,0,58,0,15.13,3.4,293,6,118,42
28-ene-15,1,28,4,5,722.8,0,61,0,14.48,2.1,277,7,125,48
28-ene-15,1,28,4,6,722.9,0,59,0,14.53,2.9,262,6,116,39
28-ene-15,1,28,4,7,723.2,0,61,0.009,14.07,1.4,268,8,151,48
28-ene-15,1,28,4,8,723.3,0,55,0.132,17.32,2.2,298,7,267,31
28-ene-15,1,28,4,9,723.7,0,48,0.251,19.17,4.6,315,13,237,39
28-ene-15,1,28,4,10,723.8,0,45,0.411,21.44,3.1,354,31,173,23
28-ene-15,1,28,4,11,723.6,0,41,0.466,22.6,3.8,12,43,85,17
28-ene-15,1,28,4,12,723,0,37,0.54,24.17,4,85,49,105,35
28-ene-15,1,28,4,13,722.3,0,35,0.498,24.55,7.8,114,61,123,46
28-ene-15,1,28,4,14,721.8,0,34,0.288,24.51,9.5,101,70,132,32
28-ene-15,1,28,4,15,721.5,0,39,0.32,24.27,12.3,116,57,114,20
28-ene-15,1,28,4,16,721.4,0,36,0.223,24.57,12.9,121,46,120,24
28-ene-15,1,28,4,17,721.4,0,39,0.061,23.5,13.1,116,37,110,20
28-ene-15,1,28,4,18,721.5,0,41,0.005,22.24,11.4,107,30,89,23
28-ene-15,1,28,4,19,721.6,0,46,0,21.16,8.2,102,12,91,19
28-ene-15,1,28,4,20,721.8,0,50,0,19.85,3.1,75,7,139,43
28-ene-15,1,28,4,21,722.1,0,55,0,18.11,2.1,36,6,212,56
28-ene-15,1,28,4,22,722.2,0,58,0,17.16,1.8,11,6,195,45
28-ene-15,1,28,4,23,722.4,0,63,0,16.46,3.4,74,6,171,32
29-ene-15,1,29,5,0,722.2,0,65,0.007,15.11,2.5,64,6,161,40
29-ene-15,1,29,5,1,722.4,0,68,0.011,14.18,2.4,3,10,115,34
29-ene-15,1,29,5,2,722.2,0,71,0.001,14.02,2.5,348,9,62,11
29-ene-15,1,29,5,3,721.9,0,72,0,13.84,3.3,318,4,53,35
29-ene-15,1,29,5,4,721.9,0,74,0,13.13,1.7,322,4,79,23
29-ene-15,1,29,5,5,722,0,76,0.001,13.3,1,299,4,57,11
29-ene-15,1,29,5,6,722.4,0,76,0.001,13.37,2.7,313,5,58,22
29-ene-15,1,29,5,7,723.1,0,77,0.011,13.45,4.4,301,5,98,28
29-ene-15,1,29,5,8,723.6,0,72,0.133,15.75,3.8,303,7,147,12
29-ene-15,1,29,5,9,723.6,0,64,0.291,18.49,4.7,333,13,146,16
29-ene-15,1,29,5,10,723.8,0,61,0.442,19.66,5.1,347,27,139,17
29-ene-15,1,29,5,11,723.7,0,55,0.549,22.32,3.8,10,39,115,23
29-ene-15,1,29,5,12,723.2,0,50,0.597,23.67,4.2,63,46,85,26
29-ene-15,1,29,5,13,722.6,0,47,0.603,24.01,6.6,97,51,130,25
29-ene-15,1,29,5,14,722.2,0,49,0.543,24.43,8.1,94,46,114,18
29-ene-15,1,29,5,15,722,0,43,0.415,24.86,8.4,109,48,90,12
29-ene-15,1,29,5,16,722.2,0,45,0.21,24.58,8.9,88,48,74,7
29-ene-15,1,29,5,17,722.8,0,51,0.062,23.56,10,91,52,84,48
29-ene-15,1,29,5,18,723.3,0,54,0.006,22.56,9.2,102,38,127,24
29-ene-15,1,29,5,19,724.2,0,61,0,21.07,7.4,92,11,119,16
29-ene-15,1,29,5,20,724.8,0,61,0,20.42,8.7,118,11,140,61
29-ene-15,1,29,5,21,725.3,0,60,0,20.25,6,111,9,103,18
29-ene-15,1,29,5,22,725.7,0,64,0,19.43,6.7,83,12,102,28
29-ene-15,1,29,5,23,726.1,0,78,0,17.38,8.7,96,18,126,14
30-ene-15,1,30,6,0,726.1,0,84,0,16.77,8.5,104,20,75,13
30-ene-15,1,30,6,2,726.2,0,89,0.009,16.47,5.7,78,23,68,11
30-ene-15,1,30,6,3,726.2,0,90,0,16.27,4.6,70,23,37,11
30-ene-15,1,30,6,4,726,0,90,0,16.33,4.5,83,23,52,8
30-ene-15,1,30,6,5,725.9,0,90,0,16.32,5.5,111,22,37,23
30-ene-15,1,30,6,6,726.2,0,92,0,15.7,5.8,38,13,60,11
30-ene-15,1,30,6,7,726.5,0,92,0.01,15.54,5.4,56,9,63,8
30-ene-15,1,30,6,8,726.8,0,92,0.022,15.59,5.2,46,8,69,12
30-ene-15,1,30,6,10,726.6,0,91,0.175,16.75,9.7,106,19,75,18
30-ene-15,1,30,6,11,726.2,0,85,0.256,17.33,12.9,104,28,87,38
30-ene-15,1,30,6,12,725.4,0,78,0.342,18.57,14.4,105,29,86,10
30-ene-15,1,30,6,13,724.6,0,80,0.111,18.42,9.7,85,24,69,13
30-ene-15,1,30,6,14,723.5,0,78,0.041,18.99,10.7,83,23,72,5
30-ene-15,1,30,6,15,723.1,0,82,0.027,17.89,12.7,78,21,79,17
30-ene-15,1,30,6,16,723.1,0,87,0.006,16.8,10.7,88,20,92,28
30-ene-15,1,30,6,17,723.1,0,89,0.001,16.56,10.4,93,21,74,26
30-ene-15,1,30,6,18,723,0.01,92,0,16.32,12.1,85,21,71,33
30-ene-15,1,30,6,19,723,0,91,0,16.23,13.9,87,24,56,15
30-ene-15,1,30,6,20,723.4,0.01,92,0,16.14,11.3,96,23,56,33
30-ene-15,1,30,6,21,723.1,0,92,0,15.77,10.8,87,20,60,25
30-ene-15,1,30,6,22,722.9,0,94,0,15.44,16.9,98,23,39,26
30-ene-15,1,30,6,23,722.4,0,95,0,15.39,16,101,22,50,13
31-ene-15,1,31,7,0,721.8,0,95,0,15.37,13.8,104,22,40,8
31-ene-15,1,31,7,1,721,0,94,0,15.07,13.9,99,21,47,21
31-ene-15,1,31,7,2,720.5,0,95,0,14.86,11.3,97,20,44,32
31-ene-15,1,31,7,3,720.2,0,94,0,14.82,10.3,94,22,43,9
31-ene-15,1,31,7,4,720,0,94,0,14.73,8.3,85,21,31,11
31-ene-15,1,31,7,5,719.8,0,94,0,14.72,8,93,19,37,11
31-ene-15,1,31,7,6,719.9,0,94,0,14.54,5.5,86,16,44,10
31-ene-15,1,31,7,7,720.3,0.01,95,0.001,14.39,4.7,84,13,34,13
31-ene-15,1,31,7,9,720.7,0,96,0.026,14.59,6.6,99,11,42,40
31-ene-15,1,31,7,10,720.5,0,95,0.096,15.04,7.3,107,16,42,8
31-ene-15,1,31,7,11,720.1,0,94,0.158,15.71,7.3,99,22,45,17
31-ene-15,1,31,7,12,719.5,0,90,0.153,17.01,3.4,83,19,48,15
31-ene-15,1,31,7,13,719,0,85,0.09,17.31,3.6,17,20,62,14
31-ene-15,1,31,7,14,718.4,0,84,0.111,17.24,3.4,10,19,55,7
31-ene-15,1,31,7,16,718.7,0.13,85,0.044,16.26,1.9,292,8,74,29
31-ene-15,1,31,7,17,718.2,0,90,0.023,15.75,1.2,213,8,92,20
31-ene-15,1,31,7,18,718,0.02,92,0.007,15.79,1.6,135,8,102,50
31-ene-15,1,31,7,19,718.1,0,93,0,15.64,2.5,111,9,114,60
31-ene-15,1,31,7,20,718.2,0,93,0,15.47,4.9,114,7,119,60
31-ene-15,1,31,7,21,718.5,0.01,93,0,15.07,4.2,80,6,94,27
31-ene-15,1,31,7,22,718.2,0,93,0,14.87,3,71,6,77,36
31-ene-15,1,31,7,23,718.2,0,94,0,14.83,3.1,31,6,72,58
01-feb-15,2,1,1,0,718,0,94,0,14.57,2.9,27,6,82,50
01-feb-15,2,1,1,1,717.7,0,95,0,14.52,2.1,332,5,79,48
01-feb-15,2,1,1,2,717.2,0,95,0,14.59,3.9,330,5,77,56
01-feb-15,2,1,1,3,717.1,0,95,0,14.6,4.4,312,6,87,39
01-feb-15,2,1,1,4,716.9,0,95,0,14.42,4.6,289,7,101,49
01-feb-15,2,1,1,5,716.9,0,95,0,14.06,4.1,294,6,95,38
01-feb-15,2,1,1,6,717.3,0,95,0,13.84,3.6,286,5,74,28
01-feb-15,2,1,1,7,717.5,0,95,0.006,14.05,3.6,289,5,82,39
01-feb-15,2,1,1,8,717.9,0,95,0.072,14.51,1.4,231,7,73,33
01-feb-15,2,1,1,9,718.4,0,90,0.163,17.95,2.5,357,10,93,8
01-feb-15,2,1,1,10,718.8,0,80,0.277,18.65,3.9,307,11,104,39
01-feb-15,2,1,1,11,718.3,0,68,0.275,21.55,4.1,305,16,99,13
01-feb-15,2,1,1,12,718,0,68,0.124,21.39,3.6,284,13,104,20
01-feb-15,2,1,1,13,717.5,0,66,0.201,22.46,3,210,13,104,5
01-feb-15,2,1,1,14,717.4,0,61,0.173,23.05,3.1,187,11,145,24
01-feb-15,2,1,1,15,717.2,0,55,0.233,24.59,2,155,15,217,13
01-feb-15,2,1,1,16,717.7,0,68,0.074,22.58,4,97,16,144,41
01-feb-15,2,1,1,17,718.8,0.01,80,0.019,19.9,3.8,325,8,153,46
01-feb-15,2,1,1,18,719.5,0.01,78,0.003,18.83,5.5,267,9,91,17
01-feb-15,2,1,1,19,720.2,0.01,82,0,17.83,5.1,218,7,66,35
01-feb-15,2,1,1,20,720.8,0.01,81,0,17.9,4.2,289,7,74,15
01-feb-15,2,1,1,21,721.4,0,83,0,17.78,3.7,307,6,56,25
01-feb-15,2,1,1,22,722,0,83,0,17.49,5.8,351,7,49,8
02-feb-15,2,2,2,7,726.7,0,80,0.486,8.57,15.5,10,24,16,5
02-feb-15,2,2,2,9,728.3,0,77,0.032,7.72,10.8,351,21,25,7
02-feb-15,2,2,2,10,728.7,0.04,89,0.043,6.46,6.7,332,18,23,9
02-feb-15,2,2,2,13,727.6,0.06,89,0.074,7.01,5.9,311,11,21,20
02-feb-15,2,2,2,14,726.8,0.05,87,0.073,6.64,3.9,317,13,32,16
02-feb-15,2,2,2,20,726.2,0,81,0,5.99,5.9,113,26,29,27
02-feb-15,2,2,2,22,726,0,85,0,5.64,6.1,88,25,25,8
02-feb-15,2,2,2,23,725.5,0,87,0,5.43,3.7,27,23,27,23
03-feb-15,2,3,3,0,725.1,0,89,0,5.42,5.4,20,21,34,18
03-feb-15,2,3,3,1,724.8,0,90,0,5.46,6.4,63,25,34,22
03-feb-15,2,3,3,2,724.6,0,91,0,5.36,5.4,85,27,28,16
03-feb-15,2,3,3,4,723.8,0.01,93,0,5,6.5,100,27,31,24
03-feb-15,2,3,3,5,723.7,0,94,0,4.99,6.3,86,25,21,7
03-feb-15,2,3,3,6,724.2,0.02,94,0,4.97,5,61,18,18,15
03-feb-15,2,3,3,7,724.7,0.09,94,0,5.2,5.5,80,11,23,7
03-feb-15,2,3,3,8,725.4,0.02,95,0.009,5.34,2.9,78,9,32,14
03-feb-15,2,3,3,9,725.8,0.02,95,0.029,5.51,3.1,40,10,17,13
03-feb-15,2,3,3,12,724.9,0,94,0.109,6.65,7.1,112,15,23,6
03-feb-15,2,3,3,13,723.9,0,94,0.103,7.18,6.2,101,17,29,13
03-feb-15,2,3,3,14,723.4,0,93,0.057,7.76,4,83,17,33,31
03-feb-15,2,3,3,15,723,0.01,93,0.045,7.89,3.1,62,14,57,29
03-feb-15,2,3,3,16,723,0,93,0.022,7.93,2.9,43,11,55,30
03-feb-15,2,3,3,17,723.2,0.07,93,0.009,7.79,2.8,29,7,46,46
03-feb-15,2,3,3,18,723.7,0.02,93,0.001,7.89,3.1,323,5,39,34
03-feb-15,2,3,3,19,724,0.01,93,0,7.96,3,1,6,38,28
03-feb-15,2,3,3,20,724.1,0.01,94,0,7.89,4,30,5,42,5
03-feb-15,2,3,3,21,724.5,0.01,94,0,8.04,2.4,51,5,36,9
03-feb-15,2,3,3,22,724.1,0,95,0,8.07,3.9,109,5,34,18
03-feb-15,2,3,3,23,723.9,0,95,0,8.08,1,84,5,46,12
04-feb-15,2,4,4,0,723.3,0,95,0,8.18,0.9,150,5,54,45
04-feb-15,2,4,4,1,722.8,0,95,0,8.26,1.3,79,6,67,33
04-feb-15,2,4,4,2,722.4,0,95,0,8.23,1.6,23,5,83,39
04-feb-15,2,4,4,3,722.1,0,95,0,8.36,1.1,271,5,84,35
04-feb-15,2,4,4,4,721.8,0,95,0,8.33,1.9,29,5,75,48
04-feb-15,2,4,4,5,721.7,0,95,0,8.21,2.4,333,5,81,30
04-feb-15,2,4,4,6,721.8,0,96,0,7.84,2,289,5,67,30
04-feb-15,2,4,4,11,721.6,0,68,0.576,18.19,5,119,21,87,27
04-feb-15,2,4,4,12,721,0,67,0.638,18.9,7.6,126,28,115,46
04-feb-15,2,4,4,13,720.1,0,62,0.636,20.52,7.9,124,33,151,45
04-feb-15,2,4,4,14,719.6,0,58,0.575,21.7,8.7,116,37,137,36
04-feb-15,2,4,4,15,719.3,0,53,0.457,22.41,8.4,109,40,142,15
04-feb-15,2,4,4,16,719.2,0,54,0.269,22.46,9.4,112,41,134,13
04-feb-15,2,4,4,17,719.5,0,59,0.039,21.42,10.3,113,39,123,40
04-feb-15,2,4,4,18,720.1,0,67,0.028,19.36,9.8,114,31,122,36
05-feb-15,2,5,5,17,726.9,0,83,0.011,12.11,6.6,79,9,56,15
05-feb-15,2,5,5,18,727.1,0,91,0.001,10.88,9.1,123,9,64,15
05-feb-15,2,5,5,19,727.5,0,92,0.001,10.45,10.3,120,12,37,9
05-feb-15,2,5,5,20,728.1,0,92,0,10.17,10.2,120,14,46,12
05-feb-15,2,5,5,21,728.5,0,92,0,10.25,8.8,118,15,52,7
05-feb-15,2,5,5,22,728.6,0,91,0,10.09,8.8,116,17,59,26
05-feb-15,2,5,5,23,728.5,0,91,0,9.93,7.9,112,19,48,18
06-feb-15,2,6,6,0,728.3,0,92,0,9.84,7.1,104,19,43,27
06-feb-15,2,6,6,1,728.2,0,92,0,9.7,6.7,106,20,38,13
06-feb-15,2,6,6,2,728.2,0,92,0,9.6,6.6,103,19,33,5
06-feb-15,2,6,6,3,727.9,0,93,0,9.48,5.9,106,18,30,9
06-feb-15,2,6,6,4,727.7,0,93,0,9.45,5.4,99,16,27,5
06-feb-15,2,6,6,5,727.7,0,93,0,9.36,5.8,110,14,28,9
06-feb-15,2,6,6,9,728.9,0,94,0.066,9.67,6.1,124,6,42,14
06-feb-15,2,6,6,10,729,0,93,0.108,10.24,6.3,114,8,50,5
06-feb-15,2,6,6,11,728.7,0,90,0.116,10.87,5.8,124,9,46,8
06-feb-15,2,6,6,12,728.2,0,86,0.148,11.57,5.1,119,11,58,10
06-feb-15,2,6,6,13,727.4,0,83,0.114,12.09,4.1,91,11,53,10
06-feb-15,2,6,6,14,726.8,0,84,0.088,11.86,5.4,61,12,70,26
06-feb-15,2,6,6,15,726.4,0,83,0.09,12.11,5.3,43,14,87,11
06-feb-15,2,6,6,16,726.3,0,82,0.065,12.4,4.8,67,11,90,32
06-feb-15,2,6,6,17,726.1,0,82,0.028,12.13,6.4,109,9,91,7
06-feb-15,2,6,6,18,726,0,84,0.003,11.8,6.4,112,7,106,33
06-feb-15,2,6,6,19,726.1,0,86,0,11.56,7.3,107,5,91,17
06-feb-15,2,6,6,20,726.3,0,87,0,11.41,8.3,113,6,84,19
06-feb-15,2,6,6,21,726.5,0,87,0,11.16,6.8,101,9,76,20
06-feb-15,2,6,6,22,726.3,0,87,0,11.2,4.8,120,10,63,6
07-feb-15,2,7,7,0,725.6,0,86,0,11.05,4.9,109,9,53,18
07-feb-15,2,7,7,1,725.2,0,87,0,10.93,3.5,128,9,39,6
07-feb-15,2,7,7,2,724.6,0,87,0,11.07,4,158,9,39,19
07-feb-15,2,7,7,3,724,0,86,0,11.06,4.2,107,6,54,43
07-feb-15,2,7,7,4,723.7,0,86,0,10.93,1.8,80,4,62,13
07-feb-15,2,7,7,5,723.6,0,86,0,10.84,2.8,326,5,77,18
07-feb-15,2,7,7,6,723.6,0,87,0,10.57,2.9,314,5,92,63
07-feb-15,2,7,7,7,723.7,0,87,0.005,10.49,2.5,318,6,98,42
07-feb-15,2,7,7,8,723.9,0,87,0.061,10.8,2.4,344,7,106,54
07-feb-15,2,7,7,9,724.1,0,84,0.241,12.33,3.7,58,10,116,47
07-feb-15,2,7,7,10,723.9,0,78,0.445,14.82,3.6,100,15,175,51
07-feb-15,2,7,7,11,723.4,0,70,0.564,17.01,3.5,98,21,207,74
07-feb-15,2,7,7,12,722.6,0,62,0.63,19.06,3.5,97,31,221,55
07-feb-15,2,7,7,13,721.4,0,56,0.632,20.44,5,113,39,244,101
07-feb-15,2,7,7,14,720.5,0,54,0.569,21.25,7.8,118,33,232,84
07-feb-15,2,7,7,15,719.9,0,49,0.468,22.59,7.7,114,41,212,123
07-feb-15,2,7,7,16,719.6,0,51,0.296,22.8,9.7,111,41,241,61
07-feb-15,2,7,7,17,719.6,0,56,0.033,21.91,10.4,105,33,111,24
07-feb-15,2,7,7,18,720,0,60,0.005,20.52,8.9,104,20,102,11
07-feb-15,2,7,7,19,720.4,0,71,0.001,19.03,8.3,101,11,113,45
07-feb-15,2,7,7,22,720.7,0,80,0.042,15.76,2.6,64,4,212,73
07-feb-15,2,7,7,23,720.6,0,83,0.037,14.86,2.4,15,4,292,113
08-feb-15,2,8,1,0,720.2,0,85,0.01,14.38,2.7,320,3,327,82
08-feb-15,2,8,1,1,719.7,0,86,0,13.7,2.6,281,3,233,107
08-feb-15,2,8,1,2,719.3,0,88,0,12.9,0.9,303,3,213,81
08-feb-15,2,8,1,3,718.9,0,89,0,12.67,1.7,246,3,215,64
08-feb-15,2,8,1,4,718.4,0,89,0,12.99,2.6,227,2,192,60
08-feb-15,2,8,1,5,718.4,0,88,0,12.21,3,230,5,156,46
08-feb-15,2,8,1,6,718.6,0,87,0,12.32,3.9,226,3,172,42
08-feb-15,2,8,1,7,718.9,0,78,0.017,12.91,3.8,227,4,169,41
08-feb-15,2,8,1,8,719.1,0,65,0.168,16.7,3.5,246,4,159,11
08-feb-15,2,8,1,9,719.3,0,52,0.347,20.84,3.3,34,9,157,20
08-feb-15,2,8,1,10,719.2,0,41,0.501,23.92,3,82,19,163,8
08-feb-15,2,8,1,11,718.8,0,30,0.62,27.39,3.6,322,27,141,9
08-feb-15,2,8,1,14,716.2,0,12,0.616,31.75,8.9,338,36,55,5
08-feb-15,2,8,1,15,715.9,0,12,0.5,31.62,13.3,339,34,78,9
08-feb-15,2,8,1,18,716.4,0,22,0.004,28.38,5.6,38,8,64,54
08-feb-15,2,8,1,19,717.5,0,41,0,25.03,5.6,93,19,183,47
08-feb-15,2,8,1,20,718.1,0,45,0,23.02,2,13,7,136,78
